Mixture	AML_blast	CMP	GMP	HSC	LPC	LSC	MEP	MPP	RApos	P-value	Correlation	RMSE
14-00259	0.0121539893244704	0.0245651419181123	0.363978763758642	0.213974580519028	0.385327524479747	0	0	0	0	0	0.122616815478157	1.10080391824321
14-00279	0	0.0278959545503117	0.408344521215637	0.127747976220215	0.436011548013836	0	0	0	0	0	0.405076543404979	0.945194915180662
14-00289	0.167848832493574	0.16789131424288	0.129636164600182	0.00455196345475141	0.436352088614075	0	0.0937196365945375	0	0	0	0.326815289988238	1.05315449410546
14-00331	0	0.0563997969220427	0.285681032265411	0.123017553052681	0.534901617759865	0	0	0	0	0	0.309875624142719	0.999842469472558
14-00355	0.385762323222819	0.0123742964722438	0.0850490091685972	0.189377830955678	0.3019766028924	0	0	0	0.0254599372882614	0	0.209800316805597	1.07387195123442
14-00359	0	0.00759817029213814	0.577031799223807	0.0967612155538643	0.31860881493019	0	0	0	0	0	0.418333081053016	0.958143059865221
14-00376	0	0	0.558915347411882	0.122236130979134	0.318848521608984	0	0	0	0	0	0.535763510295818	0.86021652126977
14-00380	0.105818043364393	0.157235654592034	0.165323184884712	0.440961953794461	0.123904262867831	0	0	0	0.00675690049656864	0	0.379669661447035	0.944172275746166
14-00423	0	0.00399230610967123	0.313520811575954	0.139355794519388	0.543131087794987	0	0	0	0	0	0.386769075526721	0.949364773861749
14-00425	0	0.0337636072763009	0.391121021135666	0.00237999590667483	0.567052886162616	0	0.00568248951874208	0	0	0	0.671716602801481	0.740251345286601
14-00434	0.0358223293152775	0.0150219496000509	0.0165769656990204	0.200710172169233	0.701661513461576	0	0	0	0.0302070697548422	0	0.0849625704433313	1.11196491377165
14-00447	0	0.059326707696938	0	0.125558402828731	0.802882000440864	0	0	0	0.0122328890334669	0	0.197857833977504	1.06619882215079
14-00448	0	0.00473342260322822	0.367926096391869	0	0.255139307805704	0.023538630901062	0	0.348662542298136	0	0	0.468287534885096	0.886437720497897
14-00454	0	0.0163281665587114	0.195063367850291	0.195475047052206	0.593133418538791	0	0	0	0	0	0.615821724869673	0.787470252571134
14-00458	0	0.380910157203463	0.217288113930176	0.23338171605413	0.16842001281223	0	0	0	0	0	0.479161201982066	0.931733718923862
14-00464	0	0.00316821745883338	0.273029979402046	0.169569225878192	0.554232577260928	0	0	0	0	0	0.270093284888225	1.01587936815752
14-00473	0.0698750159071143	0.255072549269063	0	0.274539324861485	0.352678086943547	0	0	0	0.0478350230187897	0	0.189014646873089	1.06479471687773
14-00476	0	0.162386926217629	0.42772708921292	0.168692969145682	0.241193015423769	0	0	0	0	0	0.58910886400063	0.816387111635081
14-00488	0	0.0292573673097657	0.406825118652575	0.00460167671522164	0.145707508055345	0.175835780802008	0.0156247324489861	0	0.222147816016098	0	0.601547474228695	0.798375024078613
14-00495	0.131469657760825	0	0	0	0.749536238518621	0	0	0.0228530802060156	0.0961410235145392	0	0.561022816715921	0.830331533566322
14-00496	0.265521225853478	0.419268349416897	0	0.139457113161275	0	0.097189074236275	0.00623886087663292	0	0.0723253764554427	0	0.83307679505155	0.564766284145452
14-00504	0.0469160447934528	0	0	0.160859762358034	0.770686412566224	0	0	0	0.0215377802822891	0	0.117301260779706	1.10896891858978
14-00514	0	0.0120853289300908	0.426434188741966	0	0.403758628969014	0	0	0.157721853358929	0	0	0.2775389283509	1.02606238418881
14-00528	0.0452615733791508	0	0	0.187464186147945	0.702338324102722	0	0	0	0.0649359163701826	0	0.309676682651642	0.987796695277123
14-00542	0	0.109445001611163	0.0332704077076326	0	0.433352669258779	0	0.265317134637756	0.158614786784669	0	0	0.639359294320221	0.771490605923606
14-00546	0	0.100934165199403	0.115324670336778	0.185328912436706	0.598412252027113	0	0	0	0	0	0.487978280129293	0.876240019535539
14-00559	0.0352411317630774	0.0157538653290324	0.283353686992734	0.293178578457565	0.372472737457591	0	0	0	0	0	0.125514560770961	1.07857801235618
14-00564	0	0	0.440667741324162	0.0695190378230331	0.489813220852805	0	0	0	0	0	0.443858403344824	0.925543654924911
14-00567	0	0	0.212744682894627	0.128929975690038	0.658325341415335	0	0	0	0	0	0.61209172557143	0.789562181063746
14-00578	0	0.00885093542918637	0.245616463709382	0.0360993628986715	0.625789787252259	0	0	0	0.083643450710501	0	0.268713702593502	1.02543416905154
14-00581	0.0220238102727473	0.0352846795805255	0.426755489951366	0.00329593040689474	0.332317934542728	0	0	0.180322155245738	0	0	0.34268104188445	0.984914054358039
14-00588	0.16673615290108	0.384996384646001	0	0.266016139915945	0	0	0.126220442696897	0	0.0560308798400771	0	0.839663764337167	0.555377185913948
14-00597	0.320296661870792	0.0458367816033773	0.377744792412271	0.214724698476483	0.0194665727301104	0	0	0	0.0219304929069669	0	0.315330240162428	1.04210516607841
14-00599	0.0626522371737119	0.243403792279082	0.154148496278329	0.284583049610106	0	0.0575384142885047	0.0271704970687875	0	0.170503513301478	0	0.61659336512577	0.786540722444595
14-00602	0	0.0294941356052429	0.532984410378235	0.175466701243672	0.26205475277285	0	0	0	0	0	0.69168425673404	0.721065316589517
14-00608	0	0.000295179702454644	0.600081939228668	0.125531491785766	0.274091389283112	0	0	0	0	0	0.403404947102946	0.968963900030095
14-00613	0	0	0.316291372527428	0.100693817768764	0.583014809703808	0	0	0	0	0	0.637504682387733	0.769214466138382
14-00618	0	0.0411935157296668	0.624140117181514	0.0536968943623728	0.280969472726446	0	0	0	0	0	0.724547630851145	0.690616175150741
14-00632	0	0.0517373480561565	0.579116920934704	0.14224383168766	0.190302815483637	0	0.0102270870868684	0	0.0263719967509743	0	0.477422068541537	0.913588908448345
14-00643	0	0	0.278501090980642	0.167597367232573	0.553901541786785	0	0	0	0	0	0.300581970539053	0.998331117608519
14-00658	0	0.056392198678031	0.467342112593636	0.00141764116974309	0.442251975526599	0	0	0	0.0325960720319914	0	0.605292944195205	0.803379018019505
